Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Diabetes , fatigue, weight loss, restlessness, irregular sugar level
Diabetes , fatigue, weight loss, restlessness, lethargy
Diabetes , fatigue, weight loss, restlessness, lethargy
Diabetes , fatigue, weight loss, restlessness, lethargy
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Gastroenteritis, sunken eyes, dehydration, diarrhoea,
Gastroenteritis, vomiting, dehydration, diarrhoea,
Gastroenteritis, vomiting, sunken eyes, diarrhoea,
Gastroenteritis, vomiting, sunken eyes, dehydration,
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Gastroenteritis, sunken eyes, dehydration, diarrhoea,
Gastroenteritis, vomiting, dehydration, diarrhoea,
Gastroenteritis, vomiting, sunken eyes, diarrhoea,
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Bronchial Asthma, cough, high fever, breathlessness, family history
Bronchial Asthma, fatigue, high fever, breathlessness, family history
Bronchial Asthma, fatigue, cough, breathlessness, family history
Bronchial Asthma, fatigue, cough, high fever, family history
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Bronchial Asthma, cough, high fever, breathlessness, family history
Bronchial Asthma, fatigue, high fever, breathlessness, family history
Hypertension , headache, chest pain, dizziness, loss of balance
Hypertension , chest pain, dizziness, loss of balance, lack of concentration
Hypertension , headache, dizziness, loss of balance, lack of concentration
Hypertension , headache, chest pain, loss of balance, lack of concentration
Hypertension , headache, chest pain, dizziness, lack of concentration
Hypertension , headache, chest pain, dizziness, loss of balance
Hypertension , headache, chest pain, dizziness, loss of balance
Hypertension , chest pain, dizziness, loss of balance, lack of concentration
Hypertension , headache, dizziness, loss of balance, lack of concentration
Hypertension , headache, chest pain, loss of balance, lack of concentration
Migraine, acidity, indigestion, headache, blurred and distorted vision
Migraine, indigestion, headache, blurred and distorted vision, excessive hunger
Migraine, acidity, headache, blurred and distorted vision, excessive hunger
Migraine, acidity, indigestion, blurred and distorted vision, excessive hunger
Migraine, acidity, indigestion, headache, excessive hunger
Migraine, acidity, indigestion, headache, blurred and distorted vision
Migraine, acidity, indigestion, headache, blurred and distorted vision
Migraine, acidity, indigestion, headache, blurred and distorted vision
Migraine, acidity, indigestion, headache, blurred and distorted vision
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Cervical spondylosis, weakness in limbs, neck pain, dizziness, loss of balance
Cervical spondylosis, back pain, neck pain, dizziness, loss of balance
Cervical spondylosis, back pain, weakness in limbs, dizziness, loss of balance
Cervical spondylosis, back pain, weakness in limbs, neck pain, loss of balance
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Cervical spondylosis, weakness in limbs, neck pain, dizziness, loss of balance
Cervical spondylosis, back pain, neck pain, dizziness, loss of balance
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Paralysis (brain hemorrhage), headache, weakness of one body side, altered sensorium,
Paralysis (brain hemorrhage), vomiting, weakness of one body side, altered sensorium,
Paralysis (brain hemorrhage), vomiting, headache, altered sensorium,
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side,
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Paralysis (brain hemorrhage), headache, weakness of one body side, altered sensorium,
Paralysis (brain hemorrhage), vomiting, weakness of one body side, altered sensorium,
Paralysis (brain hemorrhage), vomiting, headache, altered sensorium,
Jaundice,itching, vomiting, fatigue, weight loss
Jaundice,itching, vomiting, fatigue, weight loss
Jaundice, vomiting, fatigue, weight loss, high fever
Jaundice,itching, fatigue, weight loss, high fever
Jaundice,itching, vomiting, weight loss, high fever
Jaundice,itching, vomiting, fatigue, high fever
Jaundice,itching, vomiting, fatigue, weight loss
Jaundice,itching, vomiting, fatigue, weight loss
Jaundice,itching, vomiting, fatigue, weight loss
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Malaria, chills, vomiting, high fever, sweating
Malaria, chills, vomiting, high fever, sweating
Malaria, vomiting, high fever, sweating, headache
Malaria, chills, high fever, sweating, headache
Malaria, chills, vomiting, sweating, headache
Malaria, chills, vomiting, high fever, headache
Malaria, chills, vomiting, high fever, sweating
Malaria, chills, vomiting, high fever, sweating
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Chicken pox, skin rash, fatigue, lethargy, high fever
Chicken pox,itching, fatigue, lethargy, high fever
Chicken pox,itching, skin rash, lethargy, high fever
Chicken pox,itching, skin rash, fatigue, high fever
Chicken pox,itching, skin rash, fatigue, lethargy
Chicken pox,itching, skin rash, fatigue, lethargy
Chicken pox,itching, skin rash, fatigue, lethargy
Chicken pox,itching, skin rash, fatigue, lethargy
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Dengue, skin rash, chills, joint pain, vomiting
Dengue, skin rash, chills, joint pain, vomiting
Dengue, skin rash, chills, joint pain, vomiting
Dengue, chills, joint pain, vomiting, fatigue
Dengue, skin rash, joint pain, vomiting, fatigue
Dengue, skin rash, chills, vomiting, fatigue
Dengue, skin rash, chills, joint pain, fatigue
Dengue, skin rash, chills, joint pain, vomiting
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
Typhoid, chills, vomiting, fatigue, high fever
Typhoid, chills, vomiting, fatigue, high fever
Typhoid, chills, vomiting, fatigue, high fever
Typhoid, chills, vomiting, fatigue, high fever
Typhoid, chills, vomiting, fatigue, high fever
Typhoid, chills, vomiting, fatigue, high fever
Typhoid, chills, vomiting, fatigue, high fever
Typhoid, chills, vomiting, fatigue, high fever
Typhoid, chills, fatigue, high fever, headache
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
hepatitis A, vomiting, yellowish skin, dark urine, nausea
hepatitis A, joint pain, yellowish skin, dark urine, nausea
hepatitis A, joint pain, vomiting, dark urine, nausea
hepatitis A, joint pain, vomiting, yellowish skin, nausea
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis B, fatigue, lethargy, yellowish skin, dark urine
Hepatitis B,itching, lethargy, yellowish skin, dark urine
Hepatitis B,itching, fatigue, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis C, yellowish skin, nausea, loss of appetite, yellowing of eyes
Hepatitis C, fatigue, nausea, loss of appetite, yellowing of eyes
Hepatitis C, fatigue, yellowish skin, loss of appetite, yellowing of eyes
Hepatitis C, fatigue, yellowish skin, nausea, yellowing of eyes
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis D, vomiting, fatigue, yellowish skin, dark urine
Hepatitis D, joint pain, fatigue, yellowish skin, dark urine
Hepatitis D, joint pain, vomiting, yellowish skin, dark urine
Hepatitis D, joint pain, vomiting, fatigue, dark urine
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Hepatitis E, joint pain, vomiting, fatigue, high fever
Hepatitis E, joint pain, vomiting, fatigue, high fever
Hepatitis E, vomiting, fatigue, high fever, yellowish skin
Hepatitis E, joint pain, fatigue, high fever, yellowish skin
Hepatitis E, joint pain, vomiting, high fever, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Hepatitis E, joint pain, vomiting, fatigue, high fever
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Alcoholic hepatitis, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen
Alcoholic hepatitis, vomiting, abdominal pain, swelling of stomach, distention of abdomen
Alcoholic hepatitis, vomiting, yellowish skin, swelling of stomach, distention of abdomen
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, distention of abdomen
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Tuberculosis, chills, vomiting, fatigue, weight loss
Tuberculosis, vomiting, fatigue, weight loss, cough
Tuberculosis, chills, fatigue, weight loss, cough
Tuberculosis, chills, vomiting, weight loss, cough
Tuberculosis, chills, vomiting, fatigue, cough
Tuberculosis, chills, vomiting, fatigue, weight loss
Tuberculosis, chills, vomiting, fatigue, weight loss
Tuberculosis, chills, vomiting, fatigue, weight loss
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Common Cold, continuous sneezing, chills, fatigue, cough
Common Cold, chills, fatigue, cough, high fever
Common Cold, continuous sneezing, fatigue, cough, high fever
Common Cold, continuous sneezing, chills, cough, high fever
Common Cold, continuous sneezing, chills, fatigue, high fever
Common Cold, continuous sneezing, chills, fatigue, cough
Common Cold, continuous sneezing, chills, fatigue, cough
Common Cold, continuous sneezing, chills, fatigue, cough
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Pneumonia, chills, fatigue, cough, high fever
Pneumonia, chills, fatigue, cough, high fever
Pneumonia, fatigue, cough, high fever, breathlessness
Pneumonia, chills, cough, high fever, breathlessness
Pneumonia, chills, fatigue, high fever, breathlessness
Pneumonia, chills, fatigue, cough, breathlessness
Pneumonia, chills, fatigue, cough, high fever
Pneumonia, chills, fatigue, cough, high fever
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Dimorphic hemmorhoids(piles), pain during bowel movements, pain in anal region, bloody stool, irritation in anus
Dimorphic hemmorhoids(piles), constipation, pain in anal region, bloody stool, irritation in anus
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, bloody stool, irritation in anus
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, irritation in anus
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Heart attack, vomiting, breathlessness, sweating, chest pain
Heart attack, breathlessness, sweating, chest pain,
Heart attack, vomiting, sweating, chest pain,
